id,flow_duration,packets_forward,packets_backward,bytes_forward,bytes_backward,packet_size_mean,packet_size_min,packet_size_max,packet_size_stddev,forward_packet_size_mean,backward_packet_size_mean,packets_per_second,bytes_per_second,forward_packets_per_second,backward_packets_per_second,interarrival_mean,interarrival_min,interarrival_max,interarrival_stddev,forward_interarrival_mean,backward_interarrival_mean,source_port,destination_port,protocol_tcp,protocol_udp,protocol_icmp,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_rst_count,tcp_psh_count,tcp_urg_count,syn_ack_ratio,packet_direction_ratio,byte_direction_ratio,initial_tcp_window,average_tcp_window,down_up_bytes_ratio,small_packet_ratio,large_packet_ratio,average_payload_length,bidirectional_flag,internal_to_internal,internal_to_external,external_to_internal,external_to_external,dest_port_is_wellknown,snapshot_index,label
v10-0063,3.9698,13.765,10.7497,7.7189,14.7341,8.6822,10.0591,9.7931,12.1102,10.4494,8.429,7.1233,7.8914,5.4675,11.5508,8.0612,14.4001,11.8048,4.4875,8.4255,8.16,2631,53,0,1,0,4.7738,10.2199,8.586,9.6947,7.9535,13.8796,6.2966,11.434,11.3563,7.4125,9.1191,8.2891,13.0994,8.918,6.0062,0,0,0,0,0,0,0,normal
v10-0064,6.1989,8.7797,14.8063,10.1641,13.2126,8.5625,5.4807,7.7755,12.6373,13.6488,5.4935,5.4237,9.4137,7.0174,11.6927,8.964,15.5025,7.9722,4.2759,8.0247,6.7926,46987,53,0,0,1,10.182,8.0093,8.3956,9.0128,17.8044,11.5184,6.8163,12.1088,9.6213,10.5283,7.0879,7.9362,7.8015,6.3082,10.4525,0,0,1,1,1,0,0,normal
v10-0065,70.2911,68.7246,75.4901,70.9789,68.657,76.4066,69.0197,69.5825,66.2998,66.4576,66.2155,66.1895,70.2709,66.0609,71.4483,68.5984,71.2441,70.1448,67.5854,72.5443,67.363,5033,3389,0,1,1,73.2222,74.6282,67.0539,75.4868,68.3498,67.1105,70.6176,70.2253,68.8429,67.416,70.7885,68.8021,65.7896,68.3249,64.3223,1,0,0,1,0,0,0,suspicious
v10-0066,16.8537,20.752,16.8199,19.0257,18.064,17.7261,22.4004,22.0863,20.496,17.9668,20.4921,18.6859,20.3247,16.9754,17.9831,18.331,21.7652,13.9274,21.9343,20.8634,19.7059,15040,80,0,1,0,17.2562,24.6113,22.5022,20.6628,20.5632,19.6132,24.4851,13.1003,15.057,21.4432,16.9293,20.8772,18.4557,21.4746,18.4925,1,0,0,1,1,0,0,scan
v10-0067,5.9674,13.5657,13.3881,10.6565,9.8476,9.3159,10.5445,14.0459,11.7007,15.5272,10.9699,13.6863,12.2398,10.5817,13.5193,12.6685,10.2267,10.2433,9.7453,8.857,11.6285,53326,22,1,0,1,14.705,10.2294,14.9573,9.6622,11.8737,4.7847,6.2155,5.8555,3.8262,4.8366,10.9666,15.5319,8.5848,9.3056,11.1749,0,1,1,1,1,1,0,normal
v10-0068,11.288,5.7109,11.1881,7.4526,10.5439,9.5707,14.6203,6.1326,13.4278,13.6109,8.026,2.4673,7.0038,10.1094,10.1146,7.9029,7.265,10.8823,11.3081,11.2702,9.769,30641,80,0,0,1,12.3784,12.2596,6.035,12.5227,11.8394,10.5849,10.9383,5.8821,2.9121,11.9764,12.5509,10.5417,7.7506,9.4892,15.0365,0,1,0,0,0,0,0,normal
v10-0069,11.5269,9.8101,8.5216,17.2605,8.9553,4.4622,12.8756,11.8023,6.9899,13.791,4.4954,10.493,6.3572,8.4772,9.8323,10.8359,4.8875,17.1904,10.5756,11.7654,10.0136,26139,3389,0,0,0,12.4652,6.0699,13.4951,10.7838,6.7826,5.5476,8.9459,9.503,12.0987,8.8986,7.2176,8.2746,9.6175,6.2807,9.8611,1,1,0,0,0,1,0,normal
v10-0070,10.2493,11.8178,10.2221,9.6483,8.433,12.7417,12.567,7.8427,13.2558,12.1157,6.5508,9.5331,7.292,9.4792,8.0853,12.7534,12.8193,12.2231,5.9032,5.9204,8.8603,46528,53,0,1,0,12.0354,10.1472,7.3337,13.8831,14.6434,6.0844,16.2919,6.5478,6.687,12.9359,11.7072,6.4806,14.7533,7.2182,11.5863,0,0,1,1,0,0,0,normal
v10-0071,9.1318,12.8164,7.4623,5.8637,13.6168,10.0634,6.758,6.2113,11.3109,12.0338,10.0634,6.0771,8.5396,11.2109,3.6151,12.5021,12.7188,5.7634,10.7233,15.1843,12.4096,17695,53,0,1,1,13.0315,9.9569,10.6218,12.043,5.5907,10.5062,3.4839,7.1947,5.4427,12.9698,8.8933,13.0029,9.5488,8.7895,7.2851,1,1,1,1,1,1,0,normal
v10-0072,13.0969,6.0782,6.2629,7.4028,9.5874,13.8285,10.8192,14.9482,8.0942,10.6705,16.7287,12.2468,9.6893,11.328,11.8871,12.1157,11.1611,5.2507,6.031,10.7105,14.129,53576,443,0,1,0,8.44,14.1178,13.8774,12.2079,6.3089,10.6979,8.5548,14.4831,13.6693,12.417,6.3543,10.4958,11.5449,11.9583,10.6434,0,0,1,0,1,1,0,normal
v10-0073,8.9913,10.8821,10.6331,8.324,8.4623,13.7618,15.8076,7.3425,10.9817,15.4866,9.8376,7.6141,16.9094,10.808,11.0983,8.8147,7.2457,4.1041,11.4669,11.2375,10.9621,63796,80,0,0,1,14.783,11.9162,13.0352,5.6577,6.6611,12.5275,7.4743,13.7903,10.968,10.5335,6.8782,9.2647,9.9428,14.4454,15.6664,1,0,1,1,0,1,0,normal
v10-0074,11.1365,13.3054,12.0614,10.6727,8.4094,14.6357,10.9929,11.1275,13.0577,9.6158,12.286,8.9696,11.7241,6.3216,12.1926,5.0889,12.1761,14.4046,12.1526,15.0965,12.3946,63159,53,1,0,1,3.4801,10.7138,7.3532,7.1442,12.2437,10.8087,6.3543,13.881,9.3011,9.7749,12.2183,15.0463,15.0216,13.3341,9.0915,0,0,0,1,0,1,0,normal
v10-0075,15.7125,10.3537,8.082,8.2477,7.3451,9.5432,13.4024,8.7603,13.2333,7.9636,8.1893,10.1491,10.2305,7.9308,3.8329,6.427,10.8348,10.3049,14.2018,12.2326,11.7931,30264,53,1,0,1,6.3519,11.9003,11.9697,2.1254,9.4736,13.2171,10.041,9.0786,8.402,9.2857,9.2648,10.6748,7.7179,8.6243,13.1162,1,1,1,1,1,0,0,normal
v10-0076,67.4579,71.9299,69.7047,73.5224,70.5521,73.8696,70.1945,74.7831,73.5014,71.7653,67.3044,71.9013,72.9691,67.3195,70.4169,74.9111,69.1347,74.3324,67.8078,76.5163,71.3795,49923,3389,1,0,1,74.1119,72.5794,67.9825,65.6516,71.22,66.8146,74.7937,74.9145,73.6723,70.9854,70.7117,69.1192,66.8853,68.4505,67.8459,1,0,0,1,0,0,0,suspicious
v10-0077,18.6933,15.5791,19.4107,23.5267,17.7057,18.4602,25.4265,18.7638,24.9081,21.6198,19.8547,22.8745,23.1525,22.0662,17.5629,22.1128,19.9183,20.9447,12.9169,23.0113,20.1741,26656,53,0,1,1,15.5068,15.5197,21.0601,20.2469,22.1531,18.3275,19.1103,21.3592,20.7235,17.8486,20.9028,21.5537,17.825,14.7258,18.8249,0,1,0,0,1,0,0,scan
v10-0078,11.807,11.7367,9.3743,10.324,13.0015,13.0353,12.8487,15.4961,2.7394,5.289,10.2608,8.8261,8.3244,10.9726,8.1852,12.8859,15.4064,12.6375,9.7978,4.1633,7.9166,40653,443,1,1,1,5.2351,14.6513,9.3371,13.0778,7.3552,8.9133,10.4992,11.2408,11.777,11.5008,11.9603,11.4368,12.3853,5.8735,3.6497,1,1,1,1,0,0,0,normal
v10-0079,10.0518,12.2599,12.8324,14.4767,8.2034,11.8851,9.0976,17.4467,9.3667,12.1589,7.0657,13.4594,12.3305,4.1457,11.3378,6.726,6.8186,12.8292,7.5363,13.2981,12.8828,46530,53,0,0,1,8.1428,9.7727,6.4532,12.7661,10.3904,8.8806,5.6773,7.9383,9.5949,7.2497,12.5806,16.6023,8.0048,13.2121,11.0165,1,0,0,0,0,1,0,normal
v10-0080,12.0104,7.4915,12.6214,7.5015,6.8605,6.3679,10.6765,11.2996,9.1327,7.2714,11.9803,8.9269,3.493,10.469,9.3304,10.0836,10.7268,7.3529,12.3509,5.9585,15.7478,20254,3389,1,0,0,6.8611,12.2743,10.3975,10.5779,6.4055,9.6352,7.2946,6.5443,17.4958,11.9641,6.5774,13.6708,6.9918,7.8528,7.7729,0,0,0,0,0,0,0,normal
v10-0081,2.4174,5.3947,9.5468,11.7624,13.2205,6.6477,13.4356,7.343,5.6053,14.6287,11.0766,16.0453,5.0711,12.4103,7.5263,7.1866,13.1119,11.7246,9.9759,4.9432,11.882,56059,3389,1,1,0,9.0632,2.2766,14.1316,2.5788,11.2595,9.6754,5.0851,10.4873,7.943,9.8145,10.7703,13.3685,8.9392,15.0729,7.5936,1,1,1,1,0,1,0,normal
v10-0082,9.514,8.3199,12.2872,11.3667,11.287,6.6473,16.4804,8.3727,16.1157,9.7597,10.0079,9.9568,10.3924,10.7665,9.3608,12.3833,10.1809,7.8627,14.7,4.4942,10.2772,50658,53,1,0,0,4.1043,12.4576,16.1109,13.0633,12.3871,11.9532,12.0336,5.965,10.1093,8.6712,6.0199,10.3036,9.9559,8.596,9.4846,1,1,0,0,1,0,0,normal
v10-0083,9.9789,5.1042,6.3087,14.2337,7.4146,6.2175,13.9591,11.2492,8.9362,11.2568,10.7563,17.9935,14.4881,11.1202,10.1933,13.3895,11.2638,7.2419,13.5772,7.9425,12.8396,56590,22,0,0,0,12.7953,13.4454,11.3177,9.9,12.5973,10.6121,6.4448,15.126,9.2488,11.0179,7.1481,8.0779,8.8123,14.7331,9.1846,1,0,1,1,0,1,0,normal
v10-0084,7.3506,10.1298,9.0158,7.7605,2.4712,10.8367,7.2144,14.2611,6.0488,13.1157,11.492,9.4874,9.4738,8.0431,9.0096,7.8095,10.5941,10.2264,10.459,6.1433,5.271,40121,3389,1,0,0,9.0499,11.7429,8.1595,11.4725,7.0448,9.9262,10.6635,5.1734,12.3364,9.7801,11.4195,8.1886,11.5561,10.9664,9.424,1,1,1,0,0,1,0,normal
v10-0085,7.8395,9.1677,10.6476,10.3859,8.2717,10.1618,12.2702,6.8669,5.9638,7.3687,10.8541,10.7109,10.9765,8.3697,13.0426,5.2486,11.1791,14.5609,7.0232,12.7406,8.9179,42677,53,1,0,1,6.0329,12.2684,10.2432,5.504,12.5885,15.7569,8.395,6.6476,9.8108,12.4224,8.9479,11.625,13.2682,12.7046,6.4289,1,1,0,0,1,1,0,normal
v10-0086,7.6196,7.3841,10.5999,13.0908,4.9361,12.1781,12.504,4.0855,6.6113,14.6612,9.7626,11.4877,8.4982,8.5774,12.389,15.8022,9.1416,5.3216,9.2261,5.9388,8.4133,35566,22,0,1,1,5.7195,7.0225,6.2607,11.8785,6.0097,8.9393,8.4279,6.992,9.6477,10.4479,3.8136,7.5776,13.2019,12.7952,7.5804,0,1,0,0,0,0,0,normal
v10-0087,68.1202,72.0139,72.3588,66.9919,67.3594,71.6714,75.5334,73.1012,65.9621,72.3771,69.2648,65.8204,65.6547,68.1857,65.2051,66.1732,67.1359,75.3406,72.3666,65.8854,72.5115,16096,443,0,0,1,64.6761,66.2732,66.634,69.205,69.5145,72.4804,73.7275,71.5955,72.1008,73.2714,70.5022,71.2873,70.2255,68.7768,71.7154,0,0,1,0,0,0,0,suspicious
v10-0088,19.6273,16.7739,22.2248,21.0487,23.5409,13.4898,17.2123,21.2466,18.0733,19.6248,25.2827,16.8929,22.7422,16.574,16.689,14.5423,19.2874,22.1665,19.4377,15.9238,22.2749,43628,3389,0,1,1,20.5136,21.0506,22.0067,14.3281,23.0044,20.6435,21.3344,27.3406,22.6638,16.7773,21.0064,19.4119,20.8553,17.3051,20.8948,0,1,1,1,1,0,0,scan
v10-0089,12.2919,6.5797,12.7574,14.7395,5.4209,10.3224,17.0479,11.9452,9.9619,11.8743,1.5976,11.1413,11.9193,11.2502,5.8813,10.7766,14.0008,18.1142,12.2135,7.895,8.9405,53696,22,1,0,0,4.3756,14.3529,11.1114,7.69,8.1159,7.3933,14.0889,10.7425,8.589,2.9812,9.4999,9.1017,8.103,8.7342,10.6375,0,1,1,1,0,1,0,normal
v10-0090,11.7383,6.2758,10.4681,7.1702,7.7205,8.8121,7.5506,8.9064,13.0921,12.2778,9.1308,14.493,6.9929,15.569,19.1287,11.0613,6.6735,13.9891,11.9036,11.6785,8.4361,29702,22,1,1,1,15.2787,7.4178,13.2526,10.2642,9.8632,9.8916,7.6286,11.7503,7.3117,10.2532,11.1059,8.0983,13.7668,5.9324,10.003,1,0,0,0,0,1,0,normal
v10-0091,13.9941,7.7604,3.9911,12.3514,15.4758,7.5231,10.1382,12.4599,4.3074,10.0163,10.1314,7.4717,8.6389,9.7324,9.3447,11.5428,6.3294,12.6901,11.4032,13.7534,6.8383,52480,443,0,0,0,4.1565,7.4227,8.0884,12.9698,10.0173,9.72,12.6857,10.2897,12.355,3.2707,8.9438,8.5266,12.9533,6.8027,12.1829,1,1,1,1,0,1,0,normal
v10-0092,14.8595,11.8846,6.454,8.676,13.7717,16.518,8.7107,7.5147,11.2218,13.628,7.7451,11.1496,9.0527,12.4472,11.5682,9.5802,8.2565,10.43,11.1829,10.5603,10.1768,45782,443,1,0,0,14.7166,13.6078,13.0362,14.5063,14.4392,13.0085,10.7982,6.3596,6.7889,12.775,11.6636,16.2098,11.8273,14.7331,7.9858,0,1,0,0,0,1,0,normal
v10-0093,7.2933,15.4719,9.2483,10.9896,10.5688,10.1881,12.1896,11.4501,10.8683,9.4027,15.8087,11.1158,7.1205,9.047,11.5987,9.9508,6.9864,12.3081,10.7521,15.0321,10.3992,58904,80,0,0,1,13.496,8.6268,11.6812,4.9434,11.2704,12.0194,10.1413,12.6585,12.8346,8.6243,13.4466,9.1906,10.9739,8.4355,9.5663,0,0,0,0,1,1,0,normal
v10-0094,12.4681,13.4359,10.9018,7.9235,7.9894,14.8022,10.7755,9.4364,16.1108,11.6136,7.0363,8.9115,8.8504,16.103,7.8682,9.1913,15.7173,7.661,12.1817,9.4573,11.4683,62629,80,1,1,0,6.0162,6.4989,9.5109,11.9129,9.7374,8.413,10.9721,4.2323,12.2815,10.6179,5.913,12.8128,14.2968,4.4934,12.7836,0,1,1,0,1,1,0,normal
v10-0095,9.1874,2.8039,8.0357,2.6562,12.9202,5.8046,13.0965,14.0821,5.9729,7.5493,6.8613,2.8787,5.7568,9.8351,10.5902,8.1885,10.5764,10.8684,11.3446,6.8609,13.0205,49307,3389,1,1,0,10.2643,10.3203,12.6483,13.4362,9.9878,9.2444,12.2157,9.2701,5.8679,9.4591,13.1803,2.7596,7.2632,5.043,8.8761,1,0,0,0,0,1,0,normal
v10-0096,9.0904,7.1491,11.3133,8.7566,15.7279,13.1893,13.244,11.2492,6.9838,9.2909,12.0176,8.5977,5.0913,7.9289,9.1283,13.7692,8.174,10.8632,11.4014,8.1465,8.2459,65168,443,1,0,0,9.6562,12.0888,5.4669,8.1462,9.4638,7.8121,13.9822,9.9926,9.2871,10.7008,7.5801,14.8212,12.0286,6.5555,9.5547,1,0,0,1,0,0,0,normal
v10-0097,14.4645,12.066,10.2798,12.2172,8.8535,11.4191,14.2515,10.8704,7.7829,9.5296,13.7734,15.1777,10.6102,5.2841,8.922,10.3111,12.708,11.0625,9.6756,5.8506,9.5952,6344,3389,1,1,0,11.495,11.5736,13.559,10.2921,12.222,9.1052,12.566,8.0373,13.253,7.3187,11.2146,9.0462,12.5823,12.0498,7.7574,0,0,1,0,0,0,0,normal
v10-0098,71.5648,63.408,69.883,71.7676,69.9974,69.2973,73.876,72.4183,70.8286,67.3666,66.0988,68.3715,76.8519,69.5437,68.3379,71.4824,72.1028,71.756,74.267,73.4181,71.8169,36617,80,1,0,0,67.789,73.303,74.5599,75.9757,71.8755,69.2513,72.4492,69.2704,68.103,66.4504,67.5105,62.6265,71.926,70.6075,69.0901,0,0,0,1,1,1,0,suspicious
v10-0099,13.8938,19.4006,22.5988,17.3078,16.3619,16.4396,22.0554,17.6158,16.0572,15.6993,13.0199,14.724,22.022,24.0823,24.602,21.1899,19.0225,22.9696,24.5418,19.4063,20.9065,38431,53,1,0,0,19.5906,21.2279,23.0723,23.0485,23.9748,16.7347,17.458,14.8902,16.6466,20.4948,16.5387,18.5349,23.8149,22.6508,22.5456,1,1,0,0,1,0,0,scan
v10-0100,6.083,8.6148,7.595,12.2185,12.0038,13.6922,9.8038,11.5524,5.8477,6.6471,9.5565,6.836,8.6768,8.4371,6.532,14.9383,10.9519,11.8453,9.4452,7.4734,14.7064,10126,80,1,1,0,7.6294,4.6358,12.476,9.8052,10.4942,12.0913,10.4889,14.6226,5.6907,13.0459,8.6241,13.4258,12.1758,9.1079,7.7539,0,0,0,1,0,1,0,normal
v10-0101,8.7557,8.532,13.7493,3.8163,10.5336,13.2566,9.2476,8.1957,16.0321,11.3881,9.8434,14.6448,14.8779,8.5945,5.4059,14.9474,8.7478,8.9753,6.7287,4.3188,10.7361,27508,80,0,0,1,9.0466,7.4929,5.4152,8.1052,10.0643,6.5382,10.4234,8.0337,9.621,9.4548,6.7274,8.4709,11.9801,10.9553,9.2031,1,0,1,0,1,1,0,normal
v10-0102,8.9139,7.1996,8.3849,12.3007,14.97,7.9539,12.7071,8.1958,12.1539,11.24,10.9427,10.815,8.0631,5.9097,6.724,7.5439,10.8544,15.0356,11.5727,8.5241,7.8793,35751,53,0,1,0,8.3156,8.3257,8.2066,11.3281,12.0482,13.7707,9.5713,12.7516,10.0991,12.5466,10.8536,9.7799,9.6586,4.7557,7.6469,0,1,1,1,1,0,0,normal
v10-0103,12.7334,9.3179,10.3105,10.5064,11.7078,9.8411,10.217,8.1985,8.1981,12.9868,9.0832,9.6992,8.4146,11.7468,13.7994,5.3557,12.567,8.072,10.8111,10.4973,15.1613,57166,80,1,1,0,13.5178,7.6915,9.7013,6.6526,13.5475,7.3425,10.704,13.2488,9.517,13.7614,8.0971,7.3794,4.4178,10.0963,10.2049,0,0,1,1,0,1,0,normal
v10-0104,17.5398,9.6194,13.9053,12.4206,8.2144,10.1644,11.7306,10.017,3.4135,6.4125,12.5326,6.3964,8.2904,7.4019,8.0876,14.3162,12.5783,10.199,6.847,3.9974,10.1086,43181,53,1,1,1,10.6129,8.8568,17.0209,11.9818,11.1639,11.706,8.8408,9.675,6.7538,7.8994,4.0769,8.5773,7.9217,8.7451,5.3121,0,0,0,1,1,1,0,normal
v10-0105,8.039,5.8922,5.7146,12.9143,9.2098,12.5234,10.4846,8.0246,10.7368,7.6359,13.2208,8.841,12.708,4.7547,6.6021,10.4741,13.0076,10.8179,8.8768,8.9333,9.7927,57986,443,1,0,0,8.1453,8.2967,10.887,10.5521,7.3073,6.4157,9.034,12.1452,9.3773,9.8532,13.0181,12.5243,7.6222,14.828,13.3897,1,1,0,0,0,0,0,normal
v10-0106,12.8089,9.2224,19.4281,7.8746,11.1008,9.3578,15.6044,10.891,7.2041,14.2701,14.117,10.6116,11.8914,11.9013,11.433,10.4876,10.8344,12.3835,11.8784,10.124,7.5442,6276,3389,1,0,1,5.5136,6.1472,11.101,6.8121,10.1854,1.8217,10.7761,13.5189,6.773,11.5796,9.6124,13.3741,9.8506,13.0229,4.7245,1,0,0,0,0,0,0,normal
v10-0107,4.7998,11.5996,7.4938,11.2319,9.7779,7.253,8.8682,10.7596,9.0762,6.6537,8.5344,3.5148,9.054,10.6023,9.3482,8.6563,10.0118,13.8086,14.95,7.9695,12.9512,47206,22,0,1,0,8.6004,5.1517,2.9252,6.3333,6.3248,11.4913,9.8101,11.5255,11.8007,12.2575,9.0146,17.1381,9.0935,9.1724,8.3265,0,0,0,0,0,0,0,normal
v10-0108,10.5432,10.1853,11.578,6.6636,8.0591,12.1137,8.7406,8.8003,12.1962,15.5798,11.3267,4.6044,13.6099,12.0243,12.3249,11.6435,11.5265,6.0195,7.9426,10.9135,11.085,65470,53,0,1,0,6.8951,10.0376,14.0936,10.1917,9.0948,12.7162,13.0073,8.6476,7.4537,5.7008,10.4875,13.1506,8.5148,15.2721,8.7545,1,0,0,1,1,0,0,normal
v10-0109,69.0085,66.3553,67.2284,66.4583,66.6035,71.6602,69.5207,71.5643,75.3628,71.9858,73.0094,65.9786,62.1509,72.7802,70.0563,70.8391,69.7937,70.7244,72.4043,76.0202,71.1999,3806,443,0,0,0,70.0232,65.0851,71.4638,71.2767,75.1703,73.8617,70.2114,68.1861,69.0071,68.7901,69.1863,68.9152,74.5807,71.561,73.0704,1,1,1,1,1,1,0,suspicious
v10-0110,21.1197,21.3548,18.9096,21.474,20.4502,22.9484,18.5369,17.6849,20.6324,12.3342,18.3522,22.6576,24.0649,17.1626,13.6247,18.0368,23.3918,23.1697,23.1098,20.6972,20.8434,64340,443,1,0,1,21.7467,16.2325,23.0799,18.0179,19.4184,15.6028,21.694,16.9421,20.0676,18.9685,19.9944,21.457,21.1891,24.2137,23.3786,1,1,0,1,0,1,0,scan
v10-0111,12.7025,11.6084,10.1956,12.7179,8.9493,13.5972,10.4171,12.9871,15.2932,6.9494,4.924,10.4321,13.3696,8.1993,9.6394,11.7542,16.3886,7.9923,5.8073,11.668,10.8391,16584,80,0,1,1,8.4859,9.8003,11.6002,5.7219,8.4567,11.884,11.7058,14.138,4.0728,8.2879,12.9918,7.0496,13.7617,12.1867,15.3041,1,0,1,1,1,0,0,normal
v10-0112,7.699,14.7634,8.4189,7.5548,13.2637,8.1821,11.4578,10.2359,9.4935,14.3333,16.8349,8.1701,11.7529,10.2661,9.1125,13.4277,8.3824,10.2675,14.9783,12.0208,13.5867,4676,443,0,0,0,10.9925,11.5882,5.6375,13.7827,11.8818,12.7933,6.9019,10.932,3.7657,8.3366,10.7085,9.9759,12.8949,10.6117,9.3147,0,0,0,0,1,0,0,normal
v10-0113,12.1132,5.3602,7.7239,13.2182,9.4609,14.0754,9.0332,5.044,4.6971,11.118,9.9154,9.4134,12.747,6.9055,14.4887,2.2587,9.7575,6.7453,11.7274,12.9241,10.7236,8617,443,0,1,1,13.0055,9.5031,6.8482,10.6868,8.3249,14.1241,9.9587,12.6688,10.9047,11.0511,9.3272,10.8237,11.1703,7.9292,13.0072,0,1,1,1,0,1,0,normal
v10-0114,7.5317,6.8627,5.038,10.2023,6.535,14.2294,11.2105,13.5356,6.1148,5.7392,12.4504,15.5896,12.6598,11.629,8.559,12.4705,11.1531,11.3235,9.8032,8.5871,8.3128,7702,80,0,1,0,10.1189,6.1961,7.299,17.6049,11.3651,15.3414,10.7501,12.0508,12.5163,8.0558,12.7844,8.8199,4.1432,7.0109,8.0057,1,0,1,0,1,1,0,normal
v10-0115,4.9103,7.7286,10.1338,8.1633,6.911,8.904,12.3211,12.8419,11.6901,9.0141,8.4015,8.5603,11.3248,6.0408,9.4961,6.3223,9.8085,11.8015,9.1057,10.2816,8.7035,42109,443,0,1,1,16.0637,8.4548,4.7219,1.3342,11.182,9.8529,11.5865,12.3415,10.3184,10.9859,17.6062,12.3151,7.5855,8.2399,10.5035,0,0,0,1,1,0,0,normal
v10-0116,11.1151,16.7438,7.8585,6.2681,7.0452,14.8763,14.9763,14.844,12.044,14.4161,9.0269,8.9791,6.3617,4.1241,11.6837,12.5239,8.7578,7.0593,14.9329,9.637,8.8138,10045,443,1,1,1,16.7798,3.4165,8.8177,10.8539,8.298,11.9344,11.8714,9.9805,6.4183,11.9193,10.2992,8.9105,13.0433,4.3957,13.0767,0,1,1,1,1,0,0,normal
v10-0117,14.0058,7.5599,8.1599,9.3414,8.6251,12.283,7.8318,10.1549,8.6094,11.3525,9.2006,6.6417,15.8303,8.5508,2.4094,6.8116,4.16,7.1543,12.7005,8.5057,9.2131,52785,443,1,1,0,11.9131,5.1282,10.5461,13.2779,8.5455,11.7413,10.9826,11.7209,13.8053,5.9558,12.8067,5.5353,11.4824,16.1598,9.7468,0,0,1,0,0,1,0,normal
v10-0118,11.1079,11.1563,13.3202,8.9012,14.3005,6.1043,12.2202,11.2118,14.2431,11.2528,5.393,8.3167,12.3729,10.3372,11.1462,11.3046,4.9173,6.2144,8.1547,9.7006,13.5875,5599,53,1,1,0,13.3097,13.2614,12.1265,9.6951,13.5231,8.7947,14.8555,7.8904,14.2961,14.8563,2.0188,9.0982,11.1809,9.9105,6.3255,1,0,1,0,0,0,0,normal
v10-0119,13.5562,11.3961,6.4557,7.6331,15.5712,12.2273,6.2337,14.3003,6.6059,12.7582,14.8136,13.9771,11.0299,8.8037,6.5881,12.3958,12.3148,5.8519,9.1792,12.8954,9.6011,28998,80,0,0,0,13.7462,14.7328,8.9185,10.192,7.5873,9.2233,14.2865,8.3669,11.7605,9.6823,14.1724,9.6944,9.344,9.3727,6.9429,1,1,0,0,0,0,0,normal
v10-0120,68.171,65.7695,66.2979,66.9829,73.4479,65.1416,67.4301,67.8006,65.179,71.5048,69.8986,75.9367,73.5927,68.9282,66.4921,70.4614,64.3538,76.3348,69.2394,67.2406,73.8138,62655,3389,0,0,1,72.5928,69.002,67.0179,76.6323,69.6093,70.7125,71.8334,70.8046,75.0566,73.4097,70.9328,69.3209,77.4498,66.1221,70.7421,1,0,0,1,1,1,0,suspicious
